0,MartinHoeldtke,NA,NA,30.937336000000002,-91.40100849999999,"@TantraBensko that is ok, then. If you are ok with the working class treat you like a whore and me calling you on it go ahead you amoral",5,2
0,MartinHoeldtke,NA,NA,30.937336000000002,-91.40100849999999,"@TantraBensko that is ok, then. If you are ok with the working class treat you like a whore and me calling you on it go ahead you amoral",5,2
0,MartinHoeldtke,NA,NA,30.937336000000002,-91.40100849999999,@TantraBensko whore. If you think you are cool by allowing bud smith to treat you like a whore and then being too stupid to speak English,5,2
0,MartinHoeldtke,NA,NA,30.937336000000002,-91.40100849999999,@TantraBensko whore. If you think you are cool by allowing bud smith to treat you like a whore and then being too stupid to speak English,5,2
0,bk_urway,Fresno,CA,36.786041999999995,-119.7824645,hey neighbor! https://t.co/Sz57sQV7as,5,2
0,bk_urway,Fresno,CA,36.786041999999995,-119.7824645,hey neighbor! https://t.co/Sz57sQV7as,5,2
0,MartinHoeldtke,NA,NA,30.937336000000002,-91.40100849999999,"@TantraBensko do what they did, so if you are intent on being an inarticulate whore whose smelly pussy prevents you from teaching in a",5,2
0,MartinHoeldtke,NA,NA,30.937336000000002,-91.40100849999999,"@TantraBensko do what they did, so if you are intent on being an inarticulate whore whose smelly pussy prevents you from teaching in a",5,2
0,Darrientrenay__,NA,NA,40.365159500000004,-82.6694675,So the 🐷say get out the car this retard  gets out the car,5,5
0,Darrientrenay__,NA,NA,40.365159500000004,-82.6694675,So the 🐷say get out the car this retard  gets out the car,5,5
0,brycemduncan,NA,NA,39.438678499999995,-86.415898,@Jimboslizlo Jesus Christ it's diabetes and lil crip,5,3
0,brycemduncan,NA,NA,39.438678499999995,-86.415898,@Jimboslizlo Jesus Christ it's diabetes and lil crip,5,3
0,ratherbrunnin,NA,NA,40.7075875,-111.8213165,Is it baseball season yet? 🤔👌🏾❤️🇺🇸⚾️ #IBackTheNats I do NOT back guys who grab me&amp; call me a whore.. not ok especially with my kids around 😡,5,2
0,ratherbrunnin,NA,NA,40.7075875,-111.8213165,Is it baseball season yet? 🤔👌🏾❤️🇺🇸⚾️ #IBackTheNats I do NOT back guys who grab me&amp; call me a whore.. not ok especially with my kids around 😡,5,2
0,MillerThaGod,NA,NA,34.0207895,-118.4119065,Go be lesbian https://t.co/InjrCq5jqZ,1,3
0,MillerThaGod,NA,NA,34.0207895,-118.4119065,Go be lesbian https://t.co/InjrCq5jqZ,1,3
